,STOCK_FAMILY,STOCK_CATEGORY_NEW,STOCK_CATEGORY,TARGET_TYPE,TRANSIT_TYPE,TERMINAL_TYPE,REFINERY_AREA_DESC,LOCATION_LEVEL_0,LOCATION_LEVEL_1,LOCATION_LEVEL_2,REFINERY_AREA,VOLUME_MBD_TARGET,RECORD_ID,YEAR,MONTH,VOLUME_MBD_ACTUAL
2192,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.06,cec6ce924bb09c7f52c521361872590661619318f9396c0bdff20fff1d2f0456,2024,Oct,0.0644877606527652
2193,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,COLOMBIA,CA,0.05,3c0fa7dfed83b4e6295698559a4ea08ebd59d5a1146b25deb45cd7f4ff18cad3,2024,Oct,0.027489375043544907
2194,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,SALT LAKE,SALT LAKE OPT AREA,SOUTH TERMINALS,CEDARCTY,SLAK,0.03,7aa931be9c0cfbe93bc7a00776c1df8a60694af5a011c95bff2639f1324267b8,2024,Oct,0.030000000000000002
2195,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.07,3db447e7e4860f839695edb4b66382f088ba6ee4da7ae1541177d266bf103bd1,2024,Oct,0.06909090909090909
2196,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,LA MS OH TN,PASC,0.14,cec3351826353131037d1c308ca4fba069f98c119a99b0389b0fbfd8dfda8ffc,2024,Oct,0.07285443570381303
2197,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PLANTATION DUAL,PASC,0.14,a21af80bd661147e34338a97212109bd6731f90007a7eb4542d9c10826122f93,2024,Oct,0.1278401132488943
2198,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,0.13,cdf92164a78017b1ed42f258280782dc64bb2e76631f1f99e611f1b0afc7667f,2024,Oct,0.11260790326820291
2199,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PLANTATION DUAL,PASC,0.16,fc880e60b69c3deb2973722d8161022be6b3b2c069e1de546e2fb7357624a574,2024,Oct,0.12830613519754622
2200,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,SOCAL AREA,ELSE,0.15,62033568d54a0bc2c0f3b28767d88921dc987faa5bb0fa5d58b2138bcbab141e,2024,Oct,0.37369205584079895
2201,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PLANTATION DUAL,PASC,0.08,2ed83f90e03ddff68dcefaceb0cb5e4e45181655f6f7719e1853724a37fe4639,2024,Oct,0.10916261222753934
2202,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,LA MS OH TN,PASC,0.01,f6d12236ca73f186d88b1c3a39c1799fdf8ce474d6061d52784c5cb1736ff2ed,2024,Oct,0.07132428464780641
2203,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.12,95f14a213107e29bc3ca7ae51e991527d99407c2509b566b17de210b58e596c2,2024,Oct,0.1311004152175456
2204,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PLANTATION DUAL,PASC,0.25,b1abe26e0e933701db687e848fe092c9b825be65cd0d1007c794d754c9cbf30a,2024,Oct,0.18477634448371813
2205,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,COLOMBIA,CA,0.01,2d5f8bb87b81fecf68f3d1727298df2c3fdb436ba33aa27970bf5d9847fa289d,2024,Oct,0.024323205389095503
2206,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL PASO,ELPA,0.22,72edcd995b7875cd09458c65b2fa0aaa2c64a4698e3d8a6204d47bb4dbe39b85,2024,Oct,0.10540530917763766
2207,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,0.22,e205d484e4c190715c6b6f8737bd638de22d209f60d6a251a8502a55d262f760,2024,Oct,0.21961871319303386
2208,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,0.11,fe2cf01c1820346f66df429f2e00a838f837dae0358befe7d1304880713eb8d1,2024,Oct,0.10724235479481485
2209,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.05,2124e35b8ab3556834d751ef697d49c9f9b819b991762c8dd035f19faf59a40f,2024,Oct,0.05916384442622367
2210,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.06,ccb06321407936fd5aad8809d911927f07a187fa68baa6cd6973f043de59de53,2024,Oct,0.0644877606527652
2211,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,0.15,cdc570d391f5dea482b3ae08a6e59e40b63f9bcec6c2029b66ec370c6f8445c4,2024,Oct,0.13166134506094745
2212,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.29,68bc567bd9097b8e52172b3f764c4f4e111de5b1a9ad610a305e2f69118a5307,2024,Oct,0.20285581171117806
2213,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,COLOMBIA,CA,0.08,454a7da319c935979b6f27fedb464d2049a4cf68f6ac4dc7a0f73e9e329bf868,2024,Oct,0.03642190120255124
2214,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.27,4b3498a12cf53661a9d4de567d24fd291266fa21ee386012f31166f9417bf1ee,2024,Oct,0.2022463161168401
2215,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,COLOMBIA,CA,0.02,2ffe7451b7894a8f45cf29828c941d5149ffe7d50edbae66b66b81826bc74943,2024,Oct,0.02443566238632097
2216,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.07,0d7b56b598f75fdce5b1b1aace93309af72f5be2f9fb6dfadce898e98e7ad84f,2024,Oct,0.06909090909090909
2217,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.03,b251e096ad393104d83c4cbdec219db55efdb8b460ddc6ae59302091106f2bcd,2024,Oct,0.04621597874032292
2218,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.04,3e89825b0788794bea7fd4baec64efff11a304c7d6f0765d69377c09bdad6f18,2024,Oct,0.04818482670272578
2219,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,SOCAL AREA,ELSE,0.18,fd93513a83d0e20f0a0917686194540cf9978e2b0e78403391d1d7954ae632b4,2024,Oct,0.3754839125129575
2220,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.07,f97748fbdc154d6c067ba6b724959c29bdcda84f78afb1104de2c99c8482d89f,2024,Oct,0.06909090909090909
2221,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,COLONIAL,PASC,0.1,f66f29d4b618a951d654eba31d0286fcf75b6c0f408a325a16b0476c368cf071,2024,Oct,0.0920602459433885
2222,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,COLONIAL,PASC,0.06,bee4b21e734b34c97952941eca693b886f6c8839946ca77e392a26928e2e27f4,2024,Oct,0.07517823696068682
2223,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.07,78e8d6dbe9a5928551e4c7c2acc544005d559fa5a04726abd9b71d97a8be232a,2024,Oct,0.06909090909090909
2224,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,PANAMA,PA,0.13,c2b693224e6c6491438f7756b45153eba9bd523a7249c2e6f525eef142cf5e1c,2024,Oct,0.1176666666666667
2225,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,SOCAL AREA,ELSE,0.2,b826a212a336402660988fd9802015ad7176d739f94b0b1cef66f74ba9e01051,2024,Oct,0.377125250524033
2226,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PLANTATION DUAL,PASC,0.08,105c89d0fa9cdd5dd8651786aa8a534236c7e5f576a474ec6115ad22dd53b7d2,2024,Oct,0.10916261222753934
2227,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,COLOMBIA,CA,0.16,6c88556998bdbaa604fcd0becee9a1501d5131a7c14236ca61b9c502bc3812e3,2024,Oct,0.14426624114651054
2228,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,COLOMBIA,CA,0.02,df2abceac4f5093a13335395ec9515053135690a1f7c8eab72ca01ac42832fd9,2024,Oct,0.02443566238632097
2229,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,0.13,bd39ed7e184dbed565ccda08b6bb7beb9fe26ff2c982ba2d0bff0ef711f3e384,2024,Oct,0.11260790326820291
2230,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,COLOMBIA,CA,0.15,785385ae518df6eeb8eafd04d639e3d913a2da8dd7801a2203a264486c5d4e39,2024,Oct,0.14079913811134
2231,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,LA MS OH TN,PASC,0.08,47daa7490d3a5fb5b26fe6f905fb59baf7dc075bd88ea41ff96b70c86992bdb5,2024,Oct,0.07580857795319794
2232,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,LA MS OH TN,PASC,0.05,d2268f4cb91897307695b4ebfa60485a43c6b7a76b36775435f9f245f951c0aa,2024,Oct,0.07109632620688296
2233,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PLANTATION DUAL,PASC,0.03,30884ff81abc354edc76b2cf6038e5559d275fbc271d4f744db90cdeb157ab21,2024,Oct,0.10837026124279837
2234,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,LA MS OH TN,PASC,0.05,844af8da56182be5766bf399f86073939aad594c4209586921e9b094c0c5a7ae,2024,Oct,0.07109632620688296
2235,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,SOCAL AREA,ELSE,0.85,3a43e199eb1e8568e6b56a706599dfa758cb0fe22bfd091b7a2796f9cbf20b46,2024,Oct,0.4889227304008169
2236,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PLANTATION DUAL,PASC,0.16,a9c442f0310d244604570d5934fc019baf4cc9c5759eb1706b0c46097772cd83,2024,Oct,0.12830613519754622
2237,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL PASO,ELPA,0.02,7fda32eca6aba5761869e12b9062ee68e8e9f2c8d3fd663733a33841e7786142,2024,Oct,0.06130508539431027
2238,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,COLONIAL,PASC,0.09,d050469017dbbba01ec11417b2a2e1558107c29f19a4f165db538129efe98e6c,2024,Oct,0.09551613654362985
2239,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,SALT LAKE,SALT LAKE OPT AREA,SOUTH TERMINALS,LVHOLLY,SLAK,0.1,6e32872d5e6572b252bf329035656814067fcd0e2bee1b6477341d829dedb73e,2024,Oct,0.12467628743698729
2240,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASCAGOULA REFINERY,PASC,0.1,3624b13b56c960a8252baa531e8c02ea1ae6054475974ec4406484ddce5b40a7,2024,Oct,0.09171428571428573
2241,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.13,fec13a421d096c26eb33c9b5c8e08e9507d4d74e6dcbe2f26296dd62573e9416,2024,Oct,0.13832604478771413
2242,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,COLONIAL,PASC,0.12,73af1e3a6e26d695cacf68c78ba488f2772d06f384f156afe4709a84f1400787,2024,Oct,0.09587068469819149
2243,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.12,660460816381d422f37aab2211f4b282f75e43a14595b78194e54a3839881339,2024,Oct,0.1311004152175456
2244,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,WCENTRAL AMERICA,GT,0.08,a2563da94e849b02fe9b21994c7abe08db66778a563432b14b654c6f8d474e5a,2024,Oct,0.07078947368421054
2245,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PLANTATION DUAL,PASC,0.1,b804b5bcaf3f68859695606f4440b4c90b11a7f63a833781cdc1cbfa8c202b01,2024,Oct,0.12500917899166586
2246,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.15,3f85602a50932286a5d6df112a4fb1db3897c14307d0d57cd9aca1cdbc454a99,2024,Oct,0.1435608379935071
2247,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.15,02581b4698c8763989b174903b6ef67de67967cb4105da2eaa96ce37586e40a0,2024,Oct,0.1435608379935071
2248,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,PASC RACK FOB,PASC,0.22,31b7c902cc5dcb4190e264e52241e6df3e71afb4fcd9380234e4466a97f7916b,2024,Oct,0.2155310952118877
2249,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,SALT LAKE,SALT LAKE OPT AREA,PNW TERMINALS,PASCO,SLAK,0.17,954c5b7dde656f827c21a29d6d450581f44451bb38f11810eee95e0740408661,2024,Oct,0.13088235294117648
2250,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,PHOENIX AREA,ELSE,0.66,88f8b8e8dfa7a6cd7517a9aae8aa8f9821d695b63aa7a313d3f2a062bdbd2ab8,2024,Oct,0.6411428571428571
2251,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,SALT LAKE,SALT LAKE OPT AREA,IDAHO TERMINALS,POCATELLO TERMINAL,SLAK,0.22,9c5c252fb72abb167618c0c448b4435d3f0ebb0abbd8e2c8587489f2a8bca83f,2024,Oct,0.13714285714285715
2252,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,LA MS OH TN,PASC,0.12,87dc1ebbeab776726c9f7a3b79a463cc814cb5ed4e34f7752a82d41821a319e8,2024,Oct,0.0727010193283697
2253,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,1.82,b87220c7073621f6295e6cd33cd8344014c5fb346e5a784908ae438ef17d7ee8,2024,Oct,2.6402367934983375
2254,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,COLOMBIA,CA,0.21,b3546af02e7e4bbfe7e5b9db85848e0fa25ad349051bdd412aa2c21a42c546bf,2024,Oct,0.14702734162644085
2255,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,ECENTRAL AMERICA,GT,0.16,11899aefb6192d2fe9d4fa4037ad61e7518700e2ac7bbd6e12754bce2039a17c,2024,Oct,0.08479811169971742
2256,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,ECENTRAL AMERICA,HNOA,0.1,4f5977e87b8cd1ac8e45fb6136d7b54330cb94405c05f55385b8308dfcfed9e5,2024,Oct,0.12181818181818187
2257,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,0.13,024cdc1ba5c20242b22e77bd510208af98b411ae748eafcaedf559a8b34ea7f0,2024,Oct,0.11260790326820291
2258,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,0.27,d8e92782f23f9d0402e99ced9a5b761b27e2abef3e7bb7618352c2a1c8103a30,2024,Oct,0.2189710113581626
2259,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,CENTRAL AMERICA,US EAST,LATAM SYSTEM,COLOMBIA,CA,0.0,1c311a6081836960857de8bd482eb68045ec92da78abe2b5c1ca35b1904be97a,2024,Oct,0.02428104482571213
2260,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,0.24,3d083dc033606a484a308cf0c96889bd5a464f12cb7611ef87206dfc65060ac9,2024,Oct,0.22169892357191678
2261,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,SALT LAKE,SALT LAKE OPT AREA,SALT LAKE TERMINALS,SALT LAKE TERMINAL,SLAK,0.42,f7a74eb1994a3b5c7a02aecc043e12983c885b0c6f8ded76d8ea0ce2d6cffec0,2024,Oct,0.44162162162162166
2262,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.08,20d8dc62609d7a3f4c0dfa37564cc5c7e7c03609579839876a957af3d5088a03,2024,Oct,0.06451086956521737
2263,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.07,a60f7b3d62dfe6e7601c8558f1e25617fe0b1dc255f67d5726f39b36afb2644d,2024,Oct,0.06909090909090909
2264,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.09,1399310715e74f57b4b2dd706b2ec2e6cecd72c8bbb2b884ffdad7e307ce7a7d,2024,Oct,0.07823823770345835
2265,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,SOCAL AREA,ELSE,0.37,3c04f47e8c40a4e429fec0256b96abf28aa5da0a4b0ff1655e86dd4b325cc7ac,2024,Oct,0.395457828702029
2266,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,0.32,2b4f7bf371b3b47a2b7e1b909f049df2f6bab81de32e779d1fd9389de20f433f,2024,Oct,0.22308171315941513
2267,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,COLONIAL,PASC,0.08,25e5e13d79efc0ebd817db50a3a48d2a6875a988b8d5c3681f01b3df6e88c411,2024,Oct,0.07651165485308911
2268,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,0.09,31a389cff6d8ed1fb5b1e3429082285997a4f00e3d057e570902c25f707d2e77,2024,Oct,0.08665362256122001
2269,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.07,c0bafce60ad8401e0473cc353832b80d407c50faee6bb0253dd48fad8d8311d0,2024,Oct,0.06909090909090909
2270,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,SALT LAKE,SALT LAKE OPT AREA,PNW TERMINALS,SPOKANE HOLLY,SLAK,0.14,0960398493cff868fe63884a26ea39f816df5ccac439e28cfd719fee5a8c74eb,2024,Oct,0.1127777777777778
2271,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,0.1,2a9ae2223ec949051c4762db3b2b74a60ed27d09743b051ab73ae9b0d8992b2d,2024,Oct,0.11079685756292845
2272,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.16,11360b0b38f76b7ef01375de2e6e687e84f1672dfca61ad54afd4dcc3801660d,2024,Oct,0.1436396041791307
2273,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.15,9f6f963a1c08035dc766a9f1d4951fc9e67d61179318fe6db2e6febd7c8b64c7,2024,Oct,0.1435608379935071
2274,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.07,4cd3c1498dd54daccd1edd1b2ff7334dced1711ba6b40761a22c4715db4731d1,2024,Oct,0.06909090909090909
2275,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,RICHMOND,US WEST COAST,RICHMOND SUPPLY AREA,BAY AREA,RICH,0.2,799de2aa8139c0c03ca1e18f95248241c38e6c8136a23fe3d8349705beb74e79,2024,Oct,0.21512571508983958
2276,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,EL PASO,ELPA,0.18,5ba0c22b65a32904ea3ab5fe43c404907f0d94b14ba58af53b6fdd18b37ee4e8,2024,Oct,0.10334475095182447
2277,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.07,b848bc720c6da919cb53cb5cd3a19c9f453422dce4cd01791176da928b21de29,2024,Oct,0.06909090909090909
2278,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,EL SEGUNDO,US WEST COAST,EL SEGUNDO SUPPLY AREA,SOCAL AREA,ELSE,0.28,c398e4b34c4eb47012f61b619e340de9ef86caaa91a44133bc49c52c67ee04a7,2024,Oct,0.38621767880735963
2279,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,LA MS OH TN,PASC,0.02,7e3488d261a0d391e3dd4b31ad409016cd5d6f0e0c93b83275681855b0b2873e,2024,Oct,0.07133498807164015
2280,OTHER,OTHER,GASOLINE ADDITIVES,CALCULATED,IN TANK,TERMINAL,PASCAGOULA,US EAST,PASCAGOULA SUPPLY AREA,FLORIDA,PASC,0.08,59898328b398575c25c491550d3f50054a34fb39ec49dbdd8f2c9a0be604da00,2024,Oct,0.06451086956521737
